Label,Cluster #
LOC102341438,3288
LOC101548166,3288
LOC101662722,3288
LOC101358530,3288
LOC105505200,3289
LOC105538638,3289
ZNF93,3290
LOC105505201,3290
LOC102084217,3291
LOC102091384,3292
LOC106145647,3293
LOC106145901,3294
LOC106145902,3295
LOC102087596,3296
LOC106145646,3297
LOC106145646,3298
LOC102085116,3299
LOC102086180,3300
LOC106145936,3301
LOC102091516,3302
LOC106145973,3303
LOC106145972,3304
LOC106145974,3305
LOC102091340,3306
LOC102093891,3307
LOC102093891,3308
LOC102092147,3309
LOC102092147,3310
LOC102092326,3311
ZNF662,3313
Znf662,3313
LOC101356420,3313
LOC101634453,3314
LOC101628227,3315
ZNF34,3316
LOC105853755,3317
PLAGL2,3319
LOC101635616,3320
ZNF23,3321
ZNF19,3321
LOC102487498,3321
LOC102484331,3321
LOC102025093,3321
Znf23,3321
Zfp612,3321
LOC101564064,3321
LOC101583153,3321
ZNF250,3321
LOC101360968,3321
LOC101630098,3325
LOC101630551,3327
LOC105854464,3331
LOC101619720,3332
LOC101619959,3333
LOC105854461,3334
LOC101620189,3335
LOC101621841,3336
LOC101622293,3337
LOC101623914,3339
LOC101624145,3340
LOC101624372,3341
LOC101630179,3343
LOC105853172,3348
LOC105854594,3353
ZNF781,3354
LOC105854592,3355
LOC101621064,3356
LOC105853171,3357
LOC101634592,3358
LOC101618798,3359
LOC105853187,3360
ZNF835,3361
LOC101621849,3362
LOC105854610,3363
LOC101622079,3364
LOC101622539,3365
LOC101623008,3366
LOC101625063,3367
LOC104642576,3368
LOC104168472,3368
LOC103614655,3368
LOC104620052,3368
LOC104467626,3368
LOC101840865,3371
LOC101598864,3374
Zfp961,3374
LOC103734779,3374
LOC102910070,3374
LOC102905665,3374
LOC101829534,3377
LOC101835217,3377
LOC102923556,3377
LOC102911847,3377
LOC101822819,3385
LOC101838712,3387
Zfp85,3387
Zfp493,3387
Zfp273,3387
LOC103735355,3387
LOC103737804,3387
LOC102902910,3387
LOC102903815,3387
LOC102927713,3387
LOC501406,3387
LOC106022437,3390
LOC106022055,3393
LOC101842794,3398
LOC102920090,3398
LOC106020747,3400
2810021J22Rik,3400
LOC103729047,3400
LOC102927905,3400
RGD1561277,3400
LOC106022260,3402
Zfp811,3402
LOC102925117,3402
LOC101826046,3403
LOC102925422,3403
LOC101837650,3416
Rsl1,3416
Zfp455,3416
Zfp456,3416
Zfp429,3416
LOC102912575,3416
LOC680200,3416
LOC102928721,3418
LOC101834311,3423
LOC102926914,3423
LOC101830094,3425
LOC102919131,3425
LOC106022065,3426
LOC102919436,3426
LOC101829824,3430
LOC101829551,3431
Zfp101,3431
LOC102920666,3431
LOC691422,3431
LOC101828747,3434
Zfp955a,3434
Zfp955b,3434
LOC103736520,3434
LOC102921798,3434
LOC101838078,3437
LOC102925415,3437
LOC101829569,3443
Gm4790,3443
LOC102916677,3443
LOC101834049,3446
LOC102907636,3446
LOC102903682,3447
LOC101822443,3448
LOC102904000,3448
LOC106020767,3450
Zfp11,3450
LOC103738958,3450
LOC102914270,3450
AABR07036019.1,3450
LOC101826584,3451
LOC101826584,3452
LOC101832947,3453
LOC102915458,3453
LOC101832159,3457
LOC101831905,3458
LOC101829225,3461
LOC102922234,3461
Znf483,3466
Zkscan16,3466
Zfp483,3466
LOC101598458,3467
LOC101842910,3467
Zfp386,3467
LOC103742094,3467
LOC102905401,3467
LOC101830808,3469
LOC102924514,3469
Rslcan18,3476
LOC101828514,3478
LOC102913818,3478
LOC101828514,3479
LOC101827205,3480
LOC102913818,3480
LOC106020732,3482
LOC101826680,3482
LOC102911297,3482
LOC102927830,3482
LOC102911596,3482
LOC102908514,3482
LOC106022585,3489
LOC101829579,3493
LOC101828779,3494
LOC102906083,3494
LOC106022619,3495
LOC106022619,3497
LOC102907310,3497
LOC102907624,3497
LOC102906795,3499
LOC101828250,3500
LOC102922047,3500
LOC101827989,3501
Zfp229,3507
LOC102926692,3507
LOC101827380,3508
Zfp760,3508
LOC102925963,3508
LOC106020769,3509
LOC101827896,3509
Zfp51,3509
LOC102926984,3509
LOC102927285,3509
AABR07002008.1,3509
LOC101825800,3510
ZNF582,3511
LOC103584510,3511
LOC102475019,3511
Znf582,3511
Znf471,3511
ZNF667,3511
LOC101566295,3511
AABR07002337.1,3511
LOC102734714,3511
LOC102246674,3511
LOC102882409,3511
LOC105756818,3511
LOC102923241,3515
LOC101826488,3522
Zfp72,3522
LOC103744718,3522
LOC103749684,3522
LOC102909743,3522
LOC101831443,3525
Zfp719,3525
LOC103743726,3525
LOC103743771,3525
LOC102917665,3525
ZNF568,3529
LOC103784469,3529
LOC100598358,3529
LOC105595007,3529
LOC105517887,3529
noname,3529
LOC105495445,3529
LOC105543095,3529
LOC104679970,3529
LOC103272598,3529
LOC105876867,3529
LOC105816171,3529
LOC102489615,3529
LOC105993073,3529
LOC104867519,3529
Znf568,3529
Zfp568,3529
LOC103750689,3529
LOC101518415,3529
LOC102910468,3529
Zfp84,3529
LOC102547059,3529
LOC103008945,3529
LOC104995285,3529
LOC102396719,3529
LOC105101192,3529
LOC102511415,3529
LOC103284792,3529
LOC103543657,3529
ZNF729,3529
LOC103080381,3529
LOC102241230,3529
LOC102758333,3529
LOC102953080,3529
LOC103682551,3529
LOC102540955,3529
LOC102819527,3529
LOC101342133,3529
LOC101827620,3532
LOC101830568,3536
LOC106020734,3536
Zfp40,3544
LOC102928301,3544
Znf665,3548
LOC102905220,3548
LOC101827013,3554
Zfp964,3554
LOC102914709,3554
LOC101616610,3558
LOC101836342,3558
Zfp658,3558
LOC103743729,3558
LOC102918185,3558
LOC100362658,3558
LOC101523903,3590
LOC104139170,3591
ZNF3,3602
LOC102930021,3615
LOC102930243,3617
LOC105400383,3627
LOC102939336,3627
LOC104829357,3627
LOC104015820,3627
ZNF73,3627
LOC104141621,3627
LOC102934367,3630
LOC104059732,3630
LOC102942285,3637
LOC103801799,3638
ZNF777,3638
LOC103903377,3638
LOC105400282,3638
LOC104643893,3638
LOC103536141,3638
LOC104531504,3638
LOC104168828,3638
LOC104291358,3638
LOC102939812,3638
LOC102084931,3638
LOC103618322,3638
LOC104686477,3638
LOC104061609,3638
LOC104121805,3638
LOC104508952,3638
LOC102055667,3638
LOC101819615,3638
LOC104256942,3638
LOC102040340,3638
LOC104322523,3638
LOC104349970,3638
LOC103756389,3638
LOC100546195,3638
LOC104542269,3638
LOC104413462,3638
LOC104328045,3638
LOC104037612,3638
LOC104618479,3638
LOC104299215,3638
LOC102104185,3638
LOC103922283,3638
LOC103813023,3638
LOC104143134,3638
LOC104376527,3638
LOC102063870,3638
LOC104059726,3694
LOC104061118,3695
LOC104063063,3696
LOC104063063,3697
LOC104063063,3698
ZNF226,3708
LOC105065111,3714
LOC105088102,3714
LOC102523252,3714
LOC103561563,3714
LOC102879630,3714
LOC105307869,3714
ZNF577,3755
LOC102009861,3770
LOC104857636,3770
LOC101583586,3770
LOC101576330,3770
LOC101573574,3770
RBAK-RBAKDN,3798
ZNF807,3803
ZNF302,3803
ZNF181,3803
LOC100982302,3803
LOC100594689,3803
LOC100598333,3803
LOC105578239,3803
LOC105578143,3803
LOC105578144,3803
LOC105515707,3803
noname,3803
LOC105495557,3803
LOC105541344,3803
LOC105541348,3803
ZNF534,3803
LOC105707482,3803
LOC105707459,3803
LOC105707494,3803
Znf181,3803
LOC101561087,3803
LOC103000565,3803
LOC102998689,3803
LOC102265139,3803
LOC102411534,3803
LOC102522818,3803
LOC101624513,3803
LOC103088087,3803
LOC102256459,3803
LOC102764524,3803
LOC101368199,3803
LOC102950350,3803
LOC102325889,3803
LOC103679633,3803
LOC102535880,3803
LOC101663048,3803
ZNF394,3808
ZNF530,3849
LOC708733,3849
LOC103254988,3849
LOC102409554,3849
ZNF596,3849
Prdm9,3923
LOC102262117,3923
ZNF530,3948
ZNF641,3956
Znf641,3956
Zfp641,3956
LOC101342111,3956
LOC105880405,3959
LOC105821410,3959
LOC103264370,3968
LOC105882314,3970
LOC105885527,3970
LOC105885425,3970
LOC105807790,3970
LOC105807791,3970
LOC103598063,3974
LOC102998340,3974
LOC102746484,3974
LOC103080260,3974
LOC101290281,3974
LOC101353443,3974
LOC105826060,3976
ZNF433,3978
LOC103263955,3986
LOC101584521,3990
ZNF713,3990
LOC105980761,3991
LOC105983784,3992
LOC105984521,3993
LOC105984565,3994
LOC105985298,3995
LOC105985417,3996
LOC105985417,3997
LOC105985498,3998
LOC105985497,3999
LOC105986136,4000
LOC105986220,4001
LOC105987274,4002
LOC105990977,4005
LOC105991769,4006
LOC105993075,4008
LOC105993075,4009
LOC105993128,4010
LOC105994364,4012
LOC105994364,4013
LOC105994186,4014
LOC105994365,4015
LOC105994188,4015
LOC105994308,4017
Znf211,4024
LOC105994350,4025
LOC105994352,4026
LOC105994658,4027
LOC105994721,4028
LOC105994660,4029
LOC105994659,4030
LOC105994726,4030
LOC105994724,4031
LOC105994767,4032
LOC105995142,4034
LOC105995369,4035
LOC105997168,4038
LOC105997794,4039
LOC105999085,4042
LOC105999101,4043
LOC105999514,4044
LOC105999517,4045
Znf582,4046
LOC105999505,4047
LOC105999506,4048
Znf717,4050
LOC105999956,4051
LOC105999956,4052
Znf182,4055
LOC106000553,4057
LOC106000557,4058
LOC106000607,4060
LOC106000684,4061
LOC106000685,4062
LOC106000793,4063
LOC106000815,4064
LOC106000993,4066
LOC106000991,4068
LOC106000991,4069
LOC106000995,4070
LOC106001339,4071
LOC106001370,4072
LOC106001650,4075
LOC106001663,4076
LOC106001672,4077
LOC106001673,4080
LOC106001702,4082
LOC106001698,4083
LOC106001703,4084
LOC106001371,4085
LOC106001699,4085
LOC106001733,4086
LOC106001733,4087
LOC106001734,4088
LOC106001734,4089
LOC106001474,4090
LOC106001475,4090
LOC106001808,4090
LOC106001811,4091
LOC106001811,4092
LOC106001812,4093
LOC106000995,4094
LOC106001697,4094
LOC106001813,4094
LOC106001814,4095
LOC106000994,4096
LOC106001815,4096
LOC106001818,4097
LOC106001664,4098
LOC106001817,4099
LOC106002758,4103
LOC106002759,4104
LOC106000995,4106
LOC106002827,4106
LOC106002837,4107
LOC106002837,4108
LOC106002838,4108
LOC106002842,4109
LOC102841833,4113
LOC101647674,4113
LOC101642307,4115
LOC101642620,4116
LOC101642927,4117
LOC101643243,4118
LOC101645791,4121
LOC101650606,4122
LOC101650916,4123
LOC101652143,4125
LOC101652779,4126
LOC101653096,4127
LOC101653410,4128
LOC101653726,4129
LOC101658616,4131
LOC101649250,4132
LOC101649155,4135
LOC101658637,4136
LOC105978218,4140
LOC101650219,4142
LOC101638458,4144
LOC101646256,4151
LOC101645632,4153
LOC101656282,4155
LOC105978952,4157
LOC101649301,4161
LOC101640379,4163
LOC101657850,4166
LOC101657850,4168
LOC101658817,4169
LOC101658817,4170
LOC101659136,4171
LOC105979240,4172
LOC101661210,4174
LOC101650773,4175
LOC101648886,4176
LOC101651079,4176
LOC105979285,4177
LOC101663848,4178
LOC102838772,4179
LOC101664155,4179
ZNF234,4179
LOC102853981,4179
ZNF227,4180
LOC105979331,4181
ZNF227,4182
ZNF229,4183
LOC101663115,4184
LOC101663435,4185
LOC101663435,4186
LOC101664360,4187
LOC101664678,4189
LOC101638188,4190
LOC101638811,4192
LOC101639131,4193
LOC105978217,4194
ZNF343,4195
LOC101639446,4195
LOC101640082,4196
LOC101640082,4197
LOC101640704,4198
LOC102842892,4199
LOC101650059,4199
LOC102856935,4199
LOC105979348,4200
LOC101650989,4201
LOC101651294,4202
LOC101651602,4203
LOC101652545,4204
LOC105979099,4208
LOC101660488,4211
LOC101660488,4212
LOC105979473,4213
LOC105979524,4215
LOC101661031,4216
LOC101664179,4220
ZNF777,4221
LOC103582808,4221
Znf777,4221
Zfp777,4221
LOC102277304,4221
LOC105853380,4221
LOC101358245,4221
LOC103903484,4221
LOC105400277,4221
LOC103536142,4221
LOC104521640,4221
LOC104398440,4221
LOC102942476,4221
LOC102084931,4221
LOC104121806,4221
LOC102055667,4221
LOC101819615,4221
LOC102040340,4221
LOC104342580,4221
LOC103756389,4221
LOC104911308,4221
LOC104543026,4221
LOC104019250,4221
LOC104327389,4221
LOC104029910,4221
LOC104299214,4221
LOC102104185,4221
LOC103813023,4221
LOC102063870,4221
ZNF783,4222
LOC101655493,4223
LOC105979641,4224
LOC101653512,4225
LOC101653826,4226
LOC101661878,4227
LOC101661878,4228
LOC101662189,4229
LOC105979693,4231
LOC101641990,4232
LOC101642305,4233
LOC101642618,4234
LOC105978216,4235
LOC101642925,4236
LOC101642925,4237
LOC101643873,4238
LOC101638232,4244
LOC101638541,4244
LOC101638541,4245
LOC102874482,4245
LOC102832361,4246
LOC101638858,4246
LOC101639490,4247
LOC101638649,4248
LOC101638649,4249
LOC102833261,4250
LOC101662206,4251
LOC101662521,4251
ZNF649,4252
LOC101650924,4252
LOC102845915,4252
LOC101349973,4252
LOC101348021,4252
LOC101662841,4253
LOC101663160,4254
LOC102821545,4256
LOC102855221,4256
LOC101344165,4256
ZNF497,4258
LOC101640551,4259
LOC101659585,4261
LOC105979815,4262
LOC101659896,4263
LOC101660208,4264
LOC101650723,4266
LOC102830804,4267
LOC101656968,4267
LOC102846667,4267
LOC105756007,4267
LOC101640140,4268
LOC101660969,4269
LOC101660217,4270
LOC105979883,4271
LOC101662415,4272
LOC102840237,4273
LOC101662736,4273
LOC102839863,4274
LOC105979884,4274
LOC102838746,4275
LOC102839119,4275
LOC101663996,4275
LOC101664306,4276
LOC101664622,4277
LOC105710944,4280
LOC102827515,4280
LOC101646869,4280
LOC101345405,4280
LOC101656667,4282
LOC101656977,4283
LOC105978196,4284
LOC101638757,4285
LOC101640033,4286
LOC101640658,4287
LOC105979917,4288
LOC105979924,4290
LOC101659282,4291
LOC105979928,4294
LOC101662743,4295
LOC101663389,4296
LOC105979933,4298
LOC105979934,4299
LOC105979934,4301
LOC101660659,4302
LOC101660978,4303
LOC102825983,4304
LOC101661607,4304
LOC101661912,4305
LOC101661912,4306
LOC105979936,4308
LOC105979940,4311
LOC102826114,4316
LOC101660443,4316
LOC102877257,4316
LOC101644435,4318
LOC105979955,4320
LOC101641502,4322
LOC101641815,4323
LOC105979956,4327
LOC101655851,4328
LOC101656155,4329
LOC105979957,4330
LOC105979951,4331
LOC101645613,4331
PRDM9,4335
LOC102887545,4336
LOC105300430,4336
LOC102897830,4338
LOC102893246,4342
LOC105300238,4342
ZNF502,4346
ZNF197,4346
LOC102883022,4348
LOC105305639,4348
LOC105310318,4355
LOC103594777,4357
LOC103013043,4357
LOC105001428,4357
LOC102264621,4357
LOC105074411,4357
LOC105105045,4357
LOC102518171,4357
LOC103553609,4357
LOC101099091,4357
ZNF304,4357
LOC103071023,4357
LOC102263173,4357
LOC102754191,4357
LOC101285899,4357
LOC102955930,4357
LOC102318940,4357
LOC102877749,4357
LOC105304862,4357
LOC103677259,4357
LOC102537190,4357
ZNF473,4358
Znf473,4358
Zfp473,4358
LOC101359824,4358
ZFP1,4364
LOC102875301,4366
LOC105756758,4366
LOC102864778,4367
ZNF343,4369
LOC102857467,4370
LOC102843333,4371
LOC102857063,4372
LOC102865893,4374
LOC102864976,4377
LOC102856597,4378
LOC102859821,4379
LOC102847481,4383
LOC102851303,4384
LOC102869770,4386
LOC102843849,4387
LOC102846452,4389
LOC102870067,4390
LOC102834974,4391
ZNF845,4391
LOC102843882,4391
LOC102844701,4392
LOC101352554,4392
LOC102846326,4393
LOC102847134,4394
LOC102847535,4396
LOC102849560,4397
LOC102862501,4398
LOC102849560,4398
LOC102846460,4399
LOC102846460,4400
LOC102849560,4402
LOC102849969,4402
LOC102851211,4403
LOC102851211,4405
LOC102851632,4406
LOC102852852,4408
LOC102847666,4409
LOC102848072,4410
LOC102848879,4411
LOC102850096,4412
LOC102850517,4413
LOC102850932,4414
LOC102852165,4415
LOC102853270,4416
LOC101663770,4417
LOC102869127,4417
LOC101359551,4417
LOC101359814,4417
LOC102876007,4418
LOC102846601,4420
LOC102847002,4420
LOC102843611,4423
ZNF18,4424
LOC102877614,4425
LOC102856533,4426
LOC102857612,4426
LOC102854226,4427
LOC102854639,4428
LOC102855041,4429
LOC102855865,4430
LOC102856280,4431
LOC102857090,4432
LOC102857496,4433
LOC102857496,4434
LOC102858310,4435
LOC102859119,4436
LOC102859515,4437
LOC102859917,4438
LOC102860323,4439
LOC102860733,4441
LOC102861137,4442
LOC102861556,4443
LOC102861968,4444
LOC102871162,4445
LOC102839321,4446
LOC102871981,4446
LOC102823168,4447
LOC101641922,4447
LOC102867793,4447
LOC102868197,4448
LOC102877217,4449
LOC102863331,4452
LOC102863741,4453
LOC102864554,4454
ZNF420,4455
LOC103258662,4455
LOC103260036,4455
LOC105876852,4455
LOC105816176,4455
LOC103607373,4455
LOC102024546,4455
LOC105993128,4455
LOC104867513,4455
LOC101600051,4455
LOC101594789,4455
LOC106022537,4455
Zfp420,4455
LOC103750694,4455
LOC101569489,4455
Znf420,4455
LOC104995301,4455
LOC102287194,4455
LOC105075715,4455
LOC105096935,4455
LOC102512911,4455
LOC105854172,4455
LOC103284715,4455
LOC103558429,4455
LOC103127325,4455
LOC102901416,4455
LOC102242197,4455
LOC105757218,4455
LOC101290352,4455
LOC102317194,4455
LOC105304091,4455
LOC101538308,4455
ZNF850,4455
LOC103681563,4455
LOC102538548,4455
LOC102817668,4455
ZFP28,4455
LOC101663048,4455
LOC102846487,4455
LOC101346890,4455
LOC102871727,4456
LOC102876976,4458
LOC102877367,4459
LOC102843511,4460
LOC102844731,4461
LOC102845545,4462
LOC102845954,4463
LOC102847565,4465
LOC102849188,4466
LOC102850415,4467
LOC102851662,4468
LOC102874418,4471
LOC102874818,4472
LOC102875636,4473
LOC102876034,4474
LOC102876436,4475
LOC102876835,4476
LOC102877235,4477
LOC101661264,4478
LOC102866310,4478
LOC102866716,4479
LOC102823542,4480
LOC101641922,4480
LOC102867131,4480
LOC101361014,4480
LOC102845409,4481
LOC102845812,4482
LOC102850698,4484
LOC102850698,4485
ZNF225,4486
LOC102836510,4487
LOC101637981,4487
ZNF233,4487
LOC101347124,4487
LOC102876851,4488
LOC102873226,4489
LOC101662541,4490
LOC102843391,4490
LOC102843794,4490
LOC102823074,4491
LOC101639063,4491
LOC102847850,4491
LOC102861859,4492
SNAI2,4494
LOC102877658,4495
LOC102877658,4496
LOC102843400,4498
LOC102844620,4504
LOC102845029,4505
LOC102845435,4506
LOC102846252,4507
LOC102872700,4509
LOC102872700,4510
LOC102873108,4511
LOC102873515,4512
LOC102874325,4513
LOC102873921,4514
LOC102874724,4514
LOC102874724,4515
LOC102875125,4516
LOC102875125,4517
LOC102875538,4518
LOC102875935,4520
LOC102876331,4521
LOC102876732,4522
LOC102876331,4523
LOC102876732,4523
LOC102877130,4526
LOC102877529,4527
LOC102843267,4528
LOC102843672,4529
LOC102844081,4530
LOC102844484,4531
LOC102844484,4532
LOC102844893,4533
LOC102844893,4534
LOC102845302,4535
LOC102845704,4536
LOC102846114,4537
LOC102846517,4538
LOC102847323,4539
LOC102847724,4540
LOC102848127,4541
LOC101662401,4542
ZNF805,4542
LOC102870547,4542
LOC101356915,4542
ZIM2,4543
LOC102854421,4545
LOC102821926,4546
LOC102854818,4546
LOC101344671,4546
LOC102860231,4548
LOC102860640,4549
LOC102861042,4550
LOC102861461,4551
LOC102861873,4552
LOC102862274,4554
LOC102862682,4555
LOC102863096,4556
LOC102863501,4557
LOC102863909,4558
LOC102864313,4559
LOC102864723,4560
LOC102865924,4563
LOC102869185,4565
LOC102869588,4566
LOC102867712,4567
LOC102844493,4568
LOC102875805,4569
LOC102876611,4570
LOC102877009,4571
LOC102877401,4572
LOC102843137,4573
LOC102843545,4574
LOC102843545,4575
LOC102843951,4576
LOC102844350,4577
LOC102844762,4578
LOC102850453,4579
LOC102851697,4581
LOC102867970,4582
LOC102868790,4583
LOC102869187,4584
LOC102869591,4585
LOC102869992,4586
LOC102873643,4587
LOC102843801,4588
LOC102874044,4588
LOC102865025,4589
LOC102874445,4589
LOC102849494,4590
LOC102849903,4591
LOC102850318,4593
LOC102850318,4594
LOC102868122,4595
LOC102868534,4596
LOC102868935,4597
LOC102869747,4598
LOC102852384,4599
LOC102852793,4600
LOC102857905,4601
LOC102854015,4601
LOC103290545,4603
LOC103304993,4605
LOC103305365,4606
LOC103284261,4607
LOC103284764,4608
LOC102257060,4608
LOC102896252,4608
LOC105299876,4608
LOC102542288,4608
ZNF500,4609
Znf500,4609
LOC102415696,4609
LOC102515588,4609
SEPT12,4609
ZKSCAN2,4609
LOC103289715,4611
LOC103293651,4613
LOC103294409,4614
LOC103297703,4616
LOC103297703,4617
LOC103297705,4618
LOC103297705,4619
LOC103297705,4620
LOC102246877,4621
LOC103297707,4622
LOC103297707,4623
LOC103297708,4624
LOC103297709,4625
LOC103297709,4626
ZNF114,4627
ZNF233,4628
LOC713398,4628
ZNF227,4628
LOC104997761,4628
ZNF658,4628
ZNF229,4628
LOC102245360,4628
LOC105756896,4628
LOC103298752,4630
LOC102241057,4630
ZNF316,4631
ZNF853,4631
LOC103115327,4631
LOC101643299,4631
LOC103300419,4633
LOC103300553,4634
LOC103301071,4635
LOC102755004,4635
LOC103301151,4636
LOC103301152,4637
LOC103301154,4638
LOC103301155,4639
LOC103301452,4640
LOC103303287,4642
LOC103303843,4643
LOC103303854,4644
LOC102259464,4644
LOC102754748,4644
LOC103303855,4645
LOC103303858,4646
LOC103303859,4647
LOC103303860,4648
LOC103303860,4649
LOC103303860,4650
ZIM2,4651
LOC102239058,4651
LOC102771286,4651
LOC102258588,4652
ZNF586,4653
LOC102764515,4653
LOC103304058,4654
LOC103304059,4655
LOC103304059,4656
LOC103304060,4657
LOC102762281,4657
LOC103304061,4658
LOC103304064,4660
ZSCAN22,4661
Zscan22,4661
Znf8,4661
ZNF274,4661
LOC102857278,4661
LOC103304257,4662
ZNF350,4664
LOC102261135,4664
LOC103304367,4670
LOC103304367,4671
LOC103304368,4673
LOC103304372,4674
LOC103304374,4675
LOC103304378,4676
LOC102260832,4676
LOC102772612,4676
LOC103304379,4677
LOC102255815,4677
LOC102772031,4677
LOC103304413,4678
LOC103304414,4679
LOC102241097,4679
LOC102766858,4679
LOC103304415,4680
LOC103304467,4685
LOC103304470,4688
LOC103304496,4690
LOC103304497,4691
LOC103304497,4692
LOC103304498,4693
LOC103304555,4695
LOC103304562,4696
LOC103304594,4697
LOC102239692,4697
ZNF709,4697
LOC102897353,4697
LOC105301925,4697
LOC103304605,4698
LOC103304605,4699
LOC103304616,4700
LOC103304617,4701
LOC103304737,4707
LOC102262550,4710
LOC102755028,4710
LOC103304963,4711
LOC103305021,4712
ZNF248,4713
noname,4715
LOC104672730,4715
LOC105723777,4715
LOC103276367,4715
LOC105882871,4715
LOC105809520,4715
LOC102998614,4715
LOC104983915,4715
LOC102283903,4715
LOC102401013,4715
LOC105080524,4715
LOC105092024,4715
LOC102507957,4715
LOC103554193,4715
LOC101092472,4715
LOC102733532,4715
LOC103074721,4715
LOC101365170,4715
LOC105748931,4715
LOC102971931,4715
ZNF615,4715
LOC103657314,4715
LOC102539012,4715
LOC102841750,4715
LOC101347437,4715
ZNF530,4719
LOC103553616,4719
ZNF549,4722
LOC103566190,4730
LOC103540369,4731
LOC103558055,4733
LOC103558043,4734
LOC103567831,4734
LOC103540827,4734
LOC103541752,4734
LOC103543189,4734
LOC103545474,4734
ZNF215,4746
ZNF891,4747
LOC700405,4747
Znf891,4747
LOC105756727,4747
LOC103540007,4754
ZNF215,4755
LOC103547873,4756
LOC103547862,4757
LOC103547852,4758
LOC103547976,4759
ZNF785,4760
LOC103547703,4762
LOC103547709,4764
LOC103550630,4765
ZNF487,4766
LOC103785779,4766
ZNF37A,4766
ZNF33B,4766
LOC103004232,4766
LOC103550629,4766
LOC103082159,4766
LOC103069687,4766
LOC101283016,4766
LOC105747728,4766
LOC101357941,4766
ZNF37A,4767
LOC103552485,4770
LOC103553603,4772
LOC103553601,4773
LOC103553621,4774
LOC103553598,4775
LOC103553608,4776
LOC103553618,4778
ZNF717,4780
ZNF248,4780
LOC103556392,4780
LOC103543375,4780
LOC103091188,4780
LOC101370280,4780
LOC101283967,4780
LOC103658640,4780
LOC102526445,4780
LOC101343862,4780
LOC103556520,4781
LOC103558040,4782
LOC103558051,4783
LOC103558048,4784
LOC103558047,4785
LOC103558044,4786
LOC103558078,4787
LOC103558079,4788
LOC103558300,4789
LOC103561674,4790
LOC103561677,4791
LOC103561685,4792
LOC103561681,4793
LOC103561679,4795
ZKSCAN1,4796
LOC710407,4796
ZSCAN21,4796
Zkscan1,4796
LOC102746174,4796
LOC101366653,4796
LOC102884006,4796
LOC102893270,4796
LOC105755994,4796
LOC103000690,4798
LOC103015000,4798
LOC105078310,4798
LOC105087592,4798
ZNF709,4798
LOC103301160,4798
LOC103562320,4798
LOC102899880,4798
LOC103084442,4798
LOC103088523,4798
Zfp872,4798
LOC102773640,4798
LOC101366088,4798
LOC101272961,4798
ZNF101,4798
LOC102883274,4798
LOC105305638,4798
LOC103678667,4798
LOC102543724,4798
ZNF700,4799
LOC103562324,4800
LOC103562798,4801
LOC103562960,4802
LOC103562964,4803
LOC103562958,4804
LOC103562956,4805
LOC103562955,4806
LOC103563234,4807
LOC103563469,4808
LOC103563470,4809
LOC103563666,4810
LOC103564665,4814
LOC103564667,4814
LOC103564872,4815
LOC103564869,4816
LOC103564867,4817
LOC103542999,4817
LOC103564873,4818
LOC103565477,4819
LOC103565799,4820
LOC103565800,4821
LOC103565797,4821
LOC103566526,4822
LOC103567028,4824
LOC103567830,4825
LOC103567649,4826
LOC103568045,4826
LOC103568047,4827
LOC103568046,4828
LOC103540258,4829
LOC103540368,4830
LOC103540828,4831
LOC103541191,4833
LOC103541220,4834
LOC103567651,4835
LOC103541271,4835
LOC103541318,4836
LOC103541753,4837
LOC103542064,4839
LOC103542066,4840
LOC103542100,4841
LOC103542142,4842
LOC103542143,4843
LOC103542730,4844
LOC103542998,4845
LOC103543217,4847
LOC103543255,4848
LOC103543255,4849
LOC103543408,4850
LOC103543469,4851
LOC103543891,4852
ZNF211,4853
LOC103264267,4853
LOC103004179,4853
LOC104985362,4853
LOC102265540,4853
ZNF705A,4853
LOC102416331,4853
LOC105067711,4853
LOC105067748,4853
LOC105084409,4853
XKR5,4853
LOC102512902,4853
LOC101624861,4853
LOC103295451,4853
LOC103543892,4853
ZNF705D,4853
ITGAV,4853
LOC103123874,4853
LOC101084354,4853
LOC102729440,4853
LOC103075958,4853
LOC102761780,4853
LOC102755694,4853
LOC101370138,4853
ZNF705G,4853
LOC102972458,4853
LOC102337151,4853
LOC102892855,4853
LOC105299699,4853
LOC103679356,4853
LOC102542023,4853
LOC103544054,4854
ZSCAN32,4857
LOC103544366,4857
LOC103544461,4858
LOC103544466,4859
LOC103544955,4861
PRDM9,4864
PRDM7,4864
LOC103128971,4865
LOC103108228,4866
ZNF597,4867
LOC103115223,4869
LOC103115225,4870
LOC103115227,4871
LOC103115229,4872
LOC103115230,4873
LOC103115232,4874
LOC103115233,4875
LOC103115234,4876
LOC103116111,4878
LOC103116113,4879
LOC103116131,4880
LOC103116132,4881
LOC103116135,4882
LOC103116295,4883
ZNF214,4884
LOC103121924,4885
LOC103121926,4886
LOC103122936,4891
LOC103122936,4893
LOC103122935,4894
LOC103122936,4895
LOC103122938,4896
LOC103122939,4897
LOC103122939,4898
LOC103122941,4900
LOC103122942,4902
LOC103123662,4905
LOC103123663,4906
LOC103123664,4908
LOC103123666,4909
LOC103123672,4910
LOC103123672,4911
LOC103123672,4912
LOC103123673,4913
LOC103123674,4915
LOC103123657,4916
LOC103123658,4918
LOC103123659,4918
LOC103123660,4919
LOC103123674,4920
LOC103123676,4921
LOC103123677,4922
